Ride_ID,Customer_ID,Driver_ID,Booking_Date,Booking_Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Distance_KM,Ride_Duration_Min,Base_Fare,Discount,Final_Fare,Payment_Method,Ride_Status,Customer_Rating,Driver_Age,Customer_Age,Surge_Pricing
RIDE008237,CUST5053,DR654,2025-06-08,23:22:00,Hyderabad,Dhingra,Desai Path,Cab,5.61,106,73.17,3.32,69.85,Wallet,Completed,3,21,19,Yes
RIDE008238,CUST5478,DR446,2025-01-08,11:58:00,Kolkata,Suresh,Kari Nagar,Cab,11.27,32,168.66,19.69,148.97,Debit Card,In Progress,5,46,32,Yes
RIDE008239,CUST2259,DR527,2025-02-06,13:17:00,Chennai,Srinivas Nagar,Loke Street,Bike,15.51,66,149.71,0.76,148.95,Debit Card,In Progress,2,31,28,No
RIDE008240,CUST6755,DR108,2025-08-26,12:13:00,Mumbai,Sangha Street,Sur,Auto,7.4,83,123.96,26.97,96.99,Debit Card,In Progress,4,34,24,Yes
RIDE008241,CUST8468,DR342,2025-01-20,03:26:00,Delhi,Lal Circle,Mani Ganj,Auto,9.66,53,104.45,13.81,90.64,Debit Card,In Progress,3,47,56,No
RIDE008242,CUST1954,DR249,2025-04-10,04:16:00,Bangalore,Chaudhuri Chowk,Johal Nagar,Bike,13.17,96,146.93,19.14,127.79,Credit Card,In Progress,1,48,28,No
RIDE008243,CUST4205,DR228,2025-06-25,05:59:00,Hyderabad,Jhaveri Zila,Dugar Path,Bike,28.98,64,604.72,89.95,514.77,Wallet,Completed,3,46,44,Yes
RIDE008244,CUST1378,DR249,2025-04-22,09:32:00,Pune,Tak Zila,Kashyap Circle,Bike,26.41,69,529.84,62.31,467.53,Credit Card,In Progress,5,44,24,No
RIDE008245,CUST1472,DR228,2025-12-13,03:32:00,Pune,Garde Nagar,Ranganathan Road,Bike,13.15,93,191.8,17.93,173.87,Debit Card,Completed,5,35,29,Yes
RIDE008246,CUST6853,DR239,2025-03-20,04:22:00,Kolkata,Bansal Zila,Buch Marg,Bike,34.96,27,783.73,66.14,717.59,Wallet,In Progress,1,25,55,No
RIDE008247,CUST1315,DR619,2025-12-13,03:27:00,Bangalore,Gara Nagar,Krish Chowk,Cab,28.39,7,463.78,36.98,426.8,Wallet,Cancelled,2,44,53,Yes
RIDE008248,CUST3175,DR704,2025-07-22,04:22:00,Chennai,Basak Zila,Raju Marg,Cab,22.77,87,224.03,26.83,197.2,UPI,Completed,5,38,20,No
RIDE008249,CUST5707,DR247,2025-06-15,12:18:00,Pune,Mannan Street,Sane Zila,Auto,12.98,64,143.9,11.62,132.28,Debit Card,Cancelled,5,22,40,No
RIDE008250,CUST2573,DR931,2025-05-03,14:04:00,Hyderabad,Sama Path,Butala Path,Auto,2.2,92,52.23,3.33,48.9,Wallet,Cancelled,3,50,44,Yes
RIDE008251,CUST6997,DR253,2025-03-22,14:29:00,Hyderabad,Dass Nagar,Sunder Path,Bike,3.53,6,86.33,20.1,66.23,Wallet,In Progress,3,45,58,No
RIDE008252,CUST7219,DR962,2025-08-13,06:54:00,Mumbai,Ratta Ganj,Kala Road,Auto,1.19,119,12.4,0.2,12.2,Cash,In Progress,4,22,54,Yes
RIDE008253,CUST6148,DR739,2025-05-13,09:00:00,Delhi,Sen Marg,Bassi Zila,Bike,13.6,80,259.03,9.51,249.52,UPI,Cancelled,4,28,43,No
RIDE008254,CUST2630,DR442,2025-08-13,19:57:00,Delhi,Sule Marg,Dara Nagar,Cab,32.08,100,401.44,92.24,309.2,UPI,In Progress,3,29,44,Yes
RIDE008255,CUST2843,DR142,2025-10-16,00:41:00,Delhi,Bajwa Ganj,Thaman Road,Cab,11.62,82,99.73,5.58,94.15,Credit Card,Cancelled,4,49,57,No
RIDE008256,CUST8654,DR653,2025-11-14,13:20:00,Kolkata,Kumar Ganj,Mann Road,Bike,34.23,15,451.09,55.48,395.61,Credit Card,Cancelled,5,21,27,Yes
RIDE008257,CUST6970,DR749,2025-06-30,13:20:00,Hyderabad,Karnik Ganj,Wable Path,Bike,1.33,49,14.42,1.74,12.68,Cash,Completed,1,50,58,No
RIDE008258,CUST3194,DR483,2025-11-25,10:05:00,Delhi,Kulkarni Zila,Chhabra Marg,Cab,25.89,102,433.34,13.71,419.63,UPI,Completed,4,43,53,Yes
RIDE008259,CUST8218,DR637,2025-03-17,17:59:00,Bangalore,Borde Road,Bawa,Bike,16.42,89,285.94,14.83,271.11,Wallet,In Progress,1,46,47,Yes
RIDE008260,CUST6008,DR834,2025-07-04,10:15:00,Pune,Ratti Ganj,Shetty Street,Cab,26.59,19,487.53,50.04,437.49,Cash,Completed,5,25,29,Yes
RIDE008261,CUST8720,DR466,2025-05-18,01:17:00,Chennai,Deep Circle,Gulati Zila,Auto,34.71,56,403.99,5.73,398.26,Wallet,Cancelled,5,22,43,Yes
RIDE008262,CUST2532,DR219,2025-01-31,21:52:00,Kolkata,Tara Nagar,Contractor,Cab,25.82,100,239.43,13.79,225.64,Wallet,In Progress,2,35,29,No
RIDE008263,CUST4382,DR170,2025-04-16,14:52:00,Pune,Ghosh Road,Dani Circle,Cab,8.57,101,149.08,29.35,119.73,Wallet,Completed,5,54,33,Yes
RIDE008264,CUST4378,DR972,2025-01-09,23:21:00,Bangalore,Kaul Road,Badami Street,Auto,10.14,117,247.59,31.92,215.67,Debit Card,Cancelled,3,55,45,No
RIDE008265,CUST3365,DR499,2025-06-14,03:20:00,Chennai,Borra Circle,Majumdar,Auto,33.8,108,618.0,139.07,478.93,UPI,In Progress,2,37,50,Yes
RIDE008266,CUST3867,DR930,2025-08-14,10:21:00,Pune,Virk Nagar,Sehgal Circle,Auto,27.51,71,551.83,40.87,510.96,Cash,Completed,2,55,55,Yes
RIDE008267,CUST1341,DR358,2025-10-29,13:31:00,Chennai,Majumdar Path,Thakkar Circle,Bike,30.74,12,667.59,32.59,635.0,Debit Card,Completed,3,23,41,No
RIDE008268,CUST8433,DR773,2025-05-01,16:55:00,Pune,Gupta Chowk,Sane Nagar,Bike,12.21,106,182.39,12.47,169.92,Credit Card,Cancelled,5,31,40,No
RIDE008269,CUST4551,DR564,2025-02-09,05:16:00,Bangalore,Bhandari Ganj,Savant Nagar,Auto,15.61,58,189.5,1.47,188.03,Cash,Completed,5,27,35,No
RIDE008270,CUST4544,DR921,2025-02-06,07:01:00,Hyderabad,Grewal Circle,Vora Zila,Bike,19.89,49,331.08,52.28,278.8,UPI,In Progress,2,31,47,Yes
RIDE008271,CUST4987,DR477,2025-11-17,02:13:00,Kolkata,Bhardwaj Chowk,Khalsa Nagar,Cab,6.74,37,71.47,4.25,67.22,Wallet,Completed,4,25,42,Yes
RIDE008272,CUST6949,DR451,2025-02-07,03:46:00,Kolkata,Divan Road,Sarraf Street,Cab,12.74,32,143.21,26.51,116.7,Debit Card,Completed,1,32,30,No
RIDE008273,CUST2163,DR100,2025-01-24,17:04:00,Chennai,Deol Nagar,Gara Ganj,Auto,20.95,22,478.48,101.15,377.33,Wallet,Cancelled,4,55,53,Yes
RIDE008274,CUST9312,DR554,2025-11-12,09:29:00,Chennai,Balakrishnan Zila,Rajan Road,Auto,5.9,45,134.86,19.18,115.68,Cash,Cancelled,2,30,21,Yes
RIDE008275,CUST2454,DR587,2025-12-16,05:29:00,Kolkata,Bala Road,Vala Ganj,Bike,17.8,9,217.74,31.2,186.54,Debit Card,In Progress,4,49,47,No
RIDE008276,CUST3767,DR196,2025-09-25,16:03:00,Bangalore,Devi,Barad Nagar,Cab,17.97,5,239.03,39.8,199.23,Debit Card,Completed,2,36,46,Yes
RIDE008277,CUST7355,DR750,2025-02-18,08:11:00,Kolkata,Buch Circle,Das Marg,Cab,6.97,115,103.85,11.33,92.52,UPI,Cancelled,2,45,30,Yes
RIDE008278,CUST6091,DR950,2025-02-12,23:27:00,Bangalore,Sastry Nagar,Bhatia Road,Cab,22.7,69,229.64,18.6,211.04,Credit Card,In Progress,3,38,60,No
RIDE008279,CUST4167,DR551,2025-04-15,00:12:00,Kolkata,Ganesh Zila,Buch Path,Cab,32.04,85,678.48,142.67,535.81,Debit Card,Cancelled,4,35,24,No
RIDE008280,CUST7143,DR921,2025-03-28,07:19:00,Delhi,Aurora Ganj,Gaba Road,Auto,5.8,107,57.07,11.8,45.27,Cash,Cancelled,3,37,20,Yes
RIDE008281,CUST9019,DR113,2025-06-01,13:56:00,Hyderabad,Tara Nagar,Kumer Path,Cab,1.38,20,29.23,6.49,22.74,Wallet,In Progress,2,23,20,No
RIDE008282,CUST8482,DR501,2025-02-28,19:33:00,Mumbai,Sarraf Road,Halder Circle,Auto,10.82,42,142.84,32.48,110.36,Debit Card,Completed,3,41,52,No
RIDE008283,CUST7328,DR155,2025-09-27,12:03:00,Pune,Zachariah Nagar,Bhattacharyya,Auto,22.15,99,244.05,38.52,205.53,UPI,In Progress,2,21,35,Yes
RIDE008284,CUST9904,DR389,2025-03-05,11:21:00,Delhi,Borah Road,Kant Road,Auto,32.45,29,372.16,44.14,328.02,Wallet,Completed,3,28,50,No
RIDE008285,CUST3830,DR545,2025-07-06,04:48:00,Chennai,Joshi Street,Bhat Marg,Auto,25.66,40,545.76,36.29,509.47,UPI,In Progress,2,32,57,Yes
RIDE008286,CUST9424,DR918,2025-07-09,04:48:00,Pune,Dixit Street,Sani Chowk,Auto,5.04,113,71.17,1.35,69.82,Cash,Cancelled,1,25,20,No
RIDE008287,CUST5246,DR675,2025-05-10,09:26:00,Mumbai,Biswas Marg,Subramanian Circle,Auto,30.31,112,526.49,62.27,464.22,Credit Card,Cancelled,4,52,44,No
RIDE008288,CUST3971,DR543,2025-01-20,02:30:00,Delhi,Saini Path,Goel Marg,Bike,20.35,74,167.89,28.45,139.44,UPI,In Progress,5,34,34,No
RIDE008289,CUST2137,DR390,2025-02-13,01:41:00,Bangalore,Sridhar Road,Sarna Nagar,Cab,21.91,111,250.35,60.18,190.17,UPI,Completed,1,22,41,No
RIDE008290,CUST2726,DR369,2025-05-13,02:50:00,Chennai,Reddy Chowk,Devi,Bike,9.62,19,79.28,1.2,78.08,Cash,In Progress,4,53,19,No
RIDE008291,CUST3948,DR102,2025-04-28,12:22:00,Pune,Kala Ganj,Shankar Circle,Bike,18.45,9,338.13,65.62,272.51,Debit Card,Completed,1,48,33,No
RIDE008292,CUST4116,DR859,2025-07-21,07:34:00,Hyderabad,Kota Chowk,Sridhar Zila,Auto,9.29,102,97.96,14.3,83.66,Wallet,Completed,1,26,28,No
RIDE008293,CUST6537,DR211,2025-11-04,09:19:00,Bangalore,Johal Ganj,Kala Marg,Cab,9.6,109,152.71,33.36,119.35,Credit Card,Completed,2,25,38,No
RIDE008294,CUST9896,DR916,2025-03-04,22:05:00,Mumbai,Madan Street,Majumdar Street,Bike,20.28,41,302.97,41.57,261.4,UPI,Completed,1,23,51,Yes
RIDE008295,CUST1904,DR341,2025-02-08,17:25:00,Delhi,Shetty Street,Baria Zila,Bike,34.52,58,593.92,99.18,494.74,Debit Card,Completed,2,47,23,No
RIDE008296,CUST7437,DR259,2025-04-23,06:50:00,Hyderabad,Manne Ganj,Bahri Circle,Bike,5.81,48,103.45,11.21,92.24,Wallet,In Progress,5,52,35,Yes
RIDE008297,CUST1739,DR620,2025-01-15,17:36:00,Kolkata,Bhattacharyya Street,Butala Path,Auto,5.38,95,123.07,23.3,99.77,Cash,Cancelled,3,41,45,No
RIDE008298,CUST3656,DR575,2025-12-01,17:18:00,Chennai,Kannan Path,Dass Chowk,Cab,21.19,81,483.25,89.77,393.48,UPI,Completed,4,31,34,Yes
RIDE008299,CUST6561,DR546,2025-11-28,21:51:00,Delhi,Bhat Circle,Din Chowk,Bike,13.51,23,286.49,64.78,221.71,Credit Card,Completed,1,38,27,No
RIDE008300,CUST2197,DR778,2025-12-14,07:53:00,Mumbai,Kothari,Sachdev Marg,Auto,17.87,95,302.77,33.2,269.57,Debit Card,Cancelled,2,22,50,No
RIDE008301,CUST9244,DR182,2025-04-30,14:13:00,Hyderabad,Kapadia Marg,Mangat,Auto,10.12,33,88.79,8.14,80.65,Cash,In Progress,2,44,36,Yes
RIDE008302,CUST8818,DR477,2025-10-15,23:26:00,Delhi,Sunder Nagar,Ahluwalia Ganj,Bike,30.32,77,490.08,13.71,476.37,Debit Card,In Progress,2,29,42,No
RIDE008303,CUST2460,DR334,2025-04-23,10:34:00,Delhi,Vig,Tara Chowk,Bike,1.89,113,19.72,3.96,15.76,Credit Card,Cancelled,5,50,57,Yes
RIDE008304,CUST6363,DR300,2025-12-15,13:36:00,Bangalore,Sarkar Street,Kakar Road,Bike,2.68,34,44.0,1.47,42.53,Cash,Completed,1,37,47,No
RIDE008305,CUST3593,DR497,2025-06-10,16:25:00,Mumbai,Edwin Path,Choudhury Path,Cab,21.78,40,312.24,11.65,300.59,Debit Card,Cancelled,5,46,49,Yes
RIDE008306,CUST7229,DR103,2025-12-24,14:29:00,Mumbai,Koshy Road,Biswas Circle,Auto,5.39,77,94.93,12.04,82.89,Debit Card,Cancelled,3,48,27,Yes
RIDE008307,CUST2973,DR652,2025-04-01,05:20:00,Hyderabad,Chand Circle,Bansal Path,Bike,24.84,14,323.68,40.21,283.47,Credit Card,Completed,3,54,30,Yes
RIDE008308,CUST5708,DR200,2025-07-21,01:35:00,Delhi,Rana Ganj,Singh,Cab,14.77,17,282.66,68.32,214.34,Credit Card,Cancelled,3,54,23,Yes
RIDE008309,CUST7522,DR519,2025-10-17,07:42:00,Chennai,Boase Zila,Anand Marg,Cab,8.55,82,164.26,0.85,163.41,Wallet,Completed,4,28,47,Yes
RIDE008310,CUST4457,DR682,2025-04-18,03:36:00,Kolkata,Chaudhuri Marg,Varkey Road,Bike,26.23,65,254.99,22.78,232.21,Wallet,In Progress,4,35,27,No
RIDE008311,CUST8034,DR783,2025-02-22,03:13:00,Mumbai,Chander Circle,Solanki Chowk,Auto,10.15,119,130.39,29.08,101.31,Debit Card,Cancelled,5,22,32,No
RIDE008312,CUST1609,DR569,2025-02-22,05:02:00,Mumbai,Sachar Path,Bora Circle,Auto,18.59,44,244.53,37.69,206.84,Credit Card,In Progress,3,32,25,Yes
RIDE008313,CUST8792,DR899,2025-08-26,13:05:00,Chennai,Karnik Street,Kulkarni Street,Auto,32.53,41,639.4,92.82,546.58,Wallet,In Progress,5,33,41,Yes
RIDE008314,CUST6625,DR435,2025-12-31,08:28:00,Bangalore,Johal Street,Ganesan Zila,Cab,11.46,116,173.48,3.62,169.86,Wallet,Completed,2,25,37,No
RIDE008315,CUST9785,DR580,2025-05-25,14:41:00,Kolkata,Sem Chowk,Dugar Nagar,Cab,22.82,101,456.77,93.06,363.71,UPI,Completed,4,29,38,Yes
RIDE008316,CUST3566,DR756,2025-03-17,05:55:00,Pune,Sastry Zila,Saraf Road,Bike,8.42,12,139.61,32.84,106.77,Cash,In Progress,3,26,44,No
RIDE008317,CUST5137,DR316,2025-03-16,23:36:00,Hyderabad,Bhatia Circle,Dyal Circle,Cab,2.86,117,36.77,2.66,34.11,Cash,Completed,4,28,22,Yes
RIDE008318,CUST9119,DR648,2025-07-15,19:16:00,Pune,Sunder,Dugar Marg,Cab,33.34,89,660.02,66.91,593.11,Credit Card,Cancelled,5,52,48,No
RIDE008319,CUST3912,DR482,2025-08-26,14:03:00,Bangalore,Chahal Circle,Gopal Nagar,Cab,1.23,18,20.6,3.48,17.12,UPI,In Progress,3,35,28,Yes
RIDE008320,CUST6757,DR759,2025-07-31,18:20:00,Bangalore,Koshy Ganj,Varma Marg,Auto,10.25,79,163.08,6.39,156.69,Debit Card,Cancelled,1,51,21,Yes
RIDE008321,CUST5529,DR945,2025-10-31,07:32:00,Delhi,Shukla Nagar,Wason Street,Bike,3.59,10,85.37,16.72,68.65,Wallet,Cancelled,3,46,49,No
RIDE008322,CUST4571,DR800,2025-01-15,12:40:00,Mumbai,Halder Chowk,Mannan Ganj,Bike,28.26,79,585.57,130.77,454.8,Cash,Completed,5,42,54,Yes
RIDE008323,CUST2405,DR174,2025-12-06,02:21:00,Hyderabad,Mahajan Circle,Sathe Road,Bike,24.03,42,594.73,145.66,449.07,Cash,Cancelled,1,22,26,No
RIDE008324,CUST9587,DR937,2025-11-04,18:52:00,Kolkata,Gola Nagar,Sen Chowk,Cab,10.98,53,129.69,31.91,97.78,Wallet,Completed,3,25,56,Yes
RIDE008325,CUST5562,DR946,2025-04-13,03:31:00,Kolkata,Karan Marg,Sethi Marg,Bike,13.32,17,235.1,8.28,226.82,Cash,Cancelled,1,47,47,Yes
RIDE008326,CUST3982,DR990,2025-11-11,05:22:00,Mumbai,Bera Road,Dewan Zila,Cab,18.8,66,300.67,73.62,227.05,Debit Card,In Progress,5,36,58,Yes
RIDE008327,CUST2642,DR497,2025-07-31,15:55:00,Chennai,Dua Ganj,Sankaran Road,Cab,32.0,32,449.23,90.82,358.41,UPI,Cancelled,2,35,59,No
RIDE008328,CUST8632,DR663,2025-03-07,21:15:00,Pune,Saini Path,Sandhu Path,Bike,20.2,71,485.92,29.14,456.78,Cash,Cancelled,5,51,44,Yes
RIDE008329,CUST7493,DR814,2025-11-24,21:39:00,Mumbai,Vyas Ganj,Dutt,Auto,16.82,12,248.4,45.76,202.64,Wallet,Completed,5,47,18,No
RIDE008330,CUST6749,DR284,2025-11-21,23:22:00,Hyderabad,Sheth Zila,Dugal Road,Cab,16.86,35,396.09,47.98,348.11,Wallet,Completed,1,43,21,No
RIDE008331,CUST9304,DR143,2025-08-12,05:20:00,Hyderabad,Tandon,Wali Road,Cab,29.49,83,585.45,0.61,584.84,Debit Card,Completed,4,25,56,Yes
RIDE008332,CUST6862,DR287,2025-09-18,02:46:00,Bangalore,Raj Street,Ray,Auto,26.49,75,309.84,75.23,234.61,Credit Card,Cancelled,4,52,39,Yes
RIDE008333,CUST5626,DR319,2025-03-09,11:14:00,Kolkata,Varghese Nagar,Sankar,Cab,1.51,28,32.45,4.78,27.67,Wallet,In Progress,1,32,19,No
RIDE008334,CUST2738,DR517,2025-12-18,02:11:00,Mumbai,Kothari Zila,Chawla Street,Cab,27.94,109,516.79,99.77,417.02,UPI,Completed,4,49,39,Yes
RIDE008335,CUST8921,DR125,2025-08-25,03:01:00,Chennai,Choudhury Chowk,Sule,Cab,8.39,113,193.1,8.19,184.91,Debit Card,Cancelled,5,31,47,Yes
RIDE008336,CUST6968,DR227,2025-06-02,09:09:00,Hyderabad,Datta Path,Tara Ganj,Auto,25.3,57,409.52,83.27,326.25,Wallet,Completed,5,47,36,Yes
RIDE008337,CUST9417,DR182,2025-03-27,23:11:00,Chennai,Mangal,Bir Circle,Auto,22.56,45,411.66,50.66,361.0,Debit Card,Cancelled,5,50,31,No
RIDE008338,CUST9547,DR277,2025-09-19,13:26:00,Hyderabad,Kara Chowk,Gera Marg,Bike,28.51,63,237.59,0.24,237.35,Wallet,In Progress,4,42,56,Yes
RIDE008339,CUST9721,DR617,2025-05-19,12:41:00,Delhi,Kanda,Viswanathan Ganj,Bike,25.82,37,387.78,86.52,301.26,Wallet,Completed,1,32,37,No
RIDE008340,CUST7586,DR951,2025-01-20,17:27:00,Hyderabad,Aurora Marg,Balasubramanian Ganj,Cab,25.36,65,520.91,122.43,398.48,UPI,In Progress,3,50,56,No
RIDE008341,CUST5777,DR592,2025-05-18,19:49:00,Kolkata,Mangat,Devi Circle,Bike,29.08,18,555.85,108.54,447.31,Wallet,In Progress,4,54,50,Yes
RIDE008342,CUST1056,DR571,2025-03-17,09:39:00,Hyderabad,Ahuja Path,Balay Circle,Bike,5.27,100,102.66,13.33,89.33,UPI,Cancelled,4,40,51,No
RIDE008343,CUST6254,DR209,2025-03-19,04:27:00,Delhi,Sarin Marg,Singhal Path,Auto,28.61,9,266.15,45.2,220.95,Debit Card,In Progress,5,36,36,Yes
RIDE008344,CUST1041,DR349,2025-10-04,13:11:00,Bangalore,Varma Path,Dara Chowk,Cab,32.84,97,717.04,176.96,540.08,UPI,Completed,1,26,35,Yes
RIDE008345,CUST3618,DR520,2025-08-23,07:15:00,Bangalore,Bhat Zila,Tank Road,Auto,6.76,115,80.05,10.09,69.96,UPI,Cancelled,2,25,31,Yes
RIDE008346,CUST8204,DR397,2025-07-10,09:31:00,Delhi,Deshpande Ganj,Rege Chowk,Cab,26.79,41,623.11,44.17,578.94,Debit Card,Completed,1,41,55,Yes
RIDE008347,CUST9167,DR835,2025-05-07,04:24:00,Mumbai,Basu Road,Sharaf Ganj,Auto,9.27,67,138.98,16.51,122.47,Debit Card,In Progress,4,43,39,Yes
RIDE008348,CUST6056,DR509,2025-01-04,04:02:00,Hyderabad,Chandra Chowk,Datta Ganj,Cab,12.1,76,141.41,28.48,112.93,UPI,Cancelled,3,52,44,No
RIDE008349,CUST5325,DR113,2025-02-13,21:28:00,Chennai,Sengupta Circle,Suri Ganj,Cab,13.68,5,290.14,50.04,240.1,Cash,Completed,4,30,22,No
RIDE008350,CUST6047,DR787,2025-04-11,00:30:00,Mumbai,Acharya Road,Rana Zila,Auto,14.91,114,284.14,56.65,227.49,Cash,Completed,1,33,34,No
RIDE008351,CUST6536,DR357,2025-07-26,15:44:00,Delhi,Viswanathan Nagar,Rau Street,Auto,8.81,114,148.84,34.05,114.79,UPI,In Progress,4,23,34,Yes
RIDE008352,CUST9916,DR612,2025-09-25,10:42:00,Bangalore,Tandon Zila,Barad Path,Auto,16.92,120,391.26,23.01,368.25,Credit Card,Cancelled,5,28,26,No
RIDE008353,CUST9738,DR234,2025-10-22,23:10:00,Delhi,Anne Street,Sinha Zila,Bike,4.2,108,89.4,10.26,79.14,Wallet,Completed,5,31,55,Yes
RIDE008354,CUST6973,DR887,2025-06-03,15:30:00,Kolkata,Bhalla Nagar,Sarkar Marg,Cab,5.07,75,86.77,4.07,82.7,UPI,Completed,2,24,54,Yes
RIDE008355,CUST3709,DR616,2025-06-18,10:46:00,Delhi,Taneja Street,Rajagopal Chowk,Cab,6.81,86,96.05,7.09,88.96,Credit Card,In Progress,3,37,57,No
RIDE008356,CUST2468,DR403,2025-12-18,15:19:00,Pune,Shah Chowk,Chaudhry Street,Auto,27.46,89,640.52,102.95,537.57,Wallet,Cancelled,4,36,37,No
RIDE008357,CUST2208,DR760,2025-02-08,11:04:00,Kolkata,Dube Marg,Choudhry Ganj,Auto,20.6,49,197.21,6.99,190.22,Wallet,Cancelled,2,39,39,Yes
RIDE008358,CUST6741,DR273,2025-04-12,09:12:00,Kolkata,Mallick Ganj,Jha Nagar,Bike,2.58,12,62.29,13.17,49.12,Wallet,Cancelled,1,30,37,No
RIDE008359,CUST7324,DR488,2025-03-15,09:41:00,Kolkata,Dey,Vala Nagar,Cab,13.34,68,316.31,29.82,286.49,Debit Card,Completed,5,21,36,No
RIDE008360,CUST8736,DR284,2025-01-31,11:43:00,Kolkata,Hari Nagar,Deshmukh Marg,Bike,19.38,108,478.11,113.67,364.44,Debit Card,Cancelled,5,44,30,No
RIDE008361,CUST9563,DR296,2025-04-20,21:32:00,Kolkata,Edwin Circle,Lall Zila,Bike,7.34,72,129.91,16.47,113.44,Debit Card,In Progress,4,23,32,No
RIDE008362,CUST6967,DR276,2025-12-06,14:42:00,Kolkata,Mandal Zila,Deol Ganj,Cab,13.13,69,222.08,11.81,210.27,Credit Card,In Progress,1,51,44,No
RIDE008363,CUST4511,DR692,2025-09-17,10:56:00,Chennai,Batra Path,Virk Marg,Cab,11.77,77,105.61,15.63,89.98,Credit Card,In Progress,5,51,18,No
RIDE008364,CUST6477,DR237,2025-12-11,05:45:00,Chennai,Basak,Sama Circle,Cab,32.22,96,379.01,26.71,352.3,Credit Card,Completed,5,28,36,No
RIDE008365,CUST3763,DR758,2025-05-08,03:00:00,Chennai,Atwal Circle,Bhakta Marg,Bike,22.24,8,421.16,89.02,332.14,Debit Card,In Progress,1,54,43,Yes
RIDE008366,CUST2768,DR335,2025-10-12,12:36:00,Mumbai,Raval Path,Bansal Road,Auto,32.82,25,659.75,19.99,639.76,UPI,In Progress,4,43,28,Yes
RIDE008367,CUST9755,DR582,2025-09-15,07:49:00,Pune,Lanka Nagar,Kunda,Auto,14.52,8,336.47,29.54,306.93,Cash,Cancelled,5,24,54,Yes
RIDE008368,CUST6912,DR403,2025-02-20,14:41:00,Hyderabad,Barad Chowk,Subramaniam Street,Auto,11.32,84,281.52,34.33,247.19,UPI,Completed,5,39,49,No
RIDE008369,CUST8266,DR702,2025-11-14,23:28:00,Pune,Krishnamurthy Street,Varty Street,Bike,31.67,95,721.97,92.97,629.0,Cash,Completed,3,46,57,Yes
RIDE008370,CUST5138,DR483,2025-02-07,16:57:00,Delhi,Rege Circle,Barad Zila,Bike,16.46,9,270.66,42.52,228.14,Wallet,Completed,1,29,26,Yes
RIDE008371,CUST7232,DR243,2025-02-11,23:11:00,Delhi,Loke Nagar,Dara Path,Bike,14.36,84,187.23,21.63,165.6,Credit Card,Cancelled,3,54,49,Yes
RIDE008372,CUST9886,DR796,2025-12-01,05:45:00,Delhi,Choudhry Circle,Dyal Ganj,Auto,23.27,70,362.43,29.2,333.23,Wallet,Completed,2,45,30,Yes
RIDE008373,CUST9331,DR713,2025-10-30,22:19:00,Pune,Goel Marg,Bumb Circle,Cab,5.45,63,85.62,13.51,72.11,Cash,In Progress,5,27,27,No
RIDE008374,CUST8059,DR958,2025-10-10,06:10:00,Hyderabad,Deep Chowk,Tank Ganj,Auto,5.73,17,117.14,11.01,106.13,UPI,Completed,2,47,49,No
RIDE008375,CUST5300,DR984,2025-02-19,21:51:00,Delhi,Varty Circle,Goyal Path,Cab,16.29,14,346.66,63.51,283.15,Credit Card,In Progress,4,27,23,Yes
RIDE008376,CUST3119,DR569,2025-08-25,00:13:00,Delhi,Saxena Path,Dara Marg,Auto,14.62,62,175.7,23.91,151.79,Cash,Cancelled,4,48,39,Yes
RIDE008377,CUST3363,DR857,2025-10-26,21:48:00,Bangalore,Mahajan Chowk,Gandhi Chowk,Cab,6.17,115,103.09,8.79,94.3,UPI,Cancelled,1,45,23,Yes
RIDE008378,CUST3842,DR363,2025-10-16,14:43:00,Bangalore,Bajwa Road,Dhaliwal Path,Auto,15.14,16,254.02,14.17,239.85,Debit Card,Cancelled,5,31,59,Yes
RIDE008379,CUST5042,DR981,2025-05-06,20:14:00,Hyderabad,Kohli Chowk,Banik Circle,Auto,2.46,54,38.22,7.86,30.36,Debit Card,Completed,3,40,20,No
RIDE008380,CUST6421,DR466,2025-06-11,14:09:00,Bangalore,Shetty Road,Gill Ganj,Bike,20.13,75,385.73,66.85,318.88,UPI,Cancelled,1,25,45,Yes
RIDE008381,CUST6048,DR218,2025-07-28,13:00:00,Pune,Ganesh Street,Garg Marg,Cab,28.99,39,516.88,104.36,412.52,UPI,Completed,3,34,47,Yes
RIDE008382,CUST3282,DR266,2025-11-05,23:39:00,Delhi,Agrawal Road,Hari,Auto,4.33,87,75.68,12.59,63.09,Cash,Completed,4,31,43,Yes
RIDE008383,CUST8285,DR507,2025-05-17,10:50:00,Bangalore,Golla,Varkey Marg,Auto,2.07,46,31.86,0.38,31.48,Debit Card,In Progress,4,29,58,Yes
RIDE008384,CUST1353,DR653,2025-08-11,12:15:00,Bangalore,Dubey Marg,Buch Path,Cab,12.76,71,169.69,18.05,151.64,Cash,Completed,1,33,27,Yes
RIDE008385,CUST4980,DR813,2025-07-15,15:31:00,Delhi,Garde Circle,Walia Zila,Auto,5.97,29,71.77,14.38,57.39,UPI,Completed,1,21,33,Yes
RIDE008386,CUST3422,DR913,2025-07-13,02:24:00,Chennai,Wadhwa Street,Sidhu Ganj,Bike,31.44,17,742.9,44.05,698.85,Credit Card,In Progress,3,51,48,Yes
